lat,long,subbasin
44.1882,-77.0245,0a
44.1972,-77.0245,0a
44.1972,-77.0119,0a
44.1972,-76.9993,0a
44.1972,-76.9867,0a
44.2063,-76.9867,0a
44.2063,-76.9741,0a
44.2063,-76.9615,0a
44.1973,-76.9615,0a
44.1973,-76.9741,0a
44.1972,-76.9867,0a
44.1882,-76.9867,0a
44.1882,-76.9993,0a
44.1882,-77.0119,0a
44.1792,-77.0118,0a
44.1791,-77.0244,0a
44.1701,-77.0244,0a
44.1701,-77.037,0a
44.1611,-77.037,0a
44.152,-77.037,0a
44.143,-77.0369,0a
44.134,-77.0369,0a
44.1339,-77.0495,0a
44.1249,-77.0495,0a
44.1159,-77.0495,0a
44.1068,-77.0494,0a
44.1068,-77.0369,0a
44.1159,-77.0369,0a
44.1159,-77.0243,0a
44.1159,-77.0117,0a
44.1249,-77.0117,0a
44.125,-76.9991,0a
44.134,-76.9992,0a
44.134,-76.9866,0a
44.143,-76.9866,0a
44.143,-76.974,0a
44.1431,-76.9614,0a
44.1521,-76.9614,0a
44.1521,-76.9488,0a
44.1611,-76.9488,0a
44.1702,-76.9488,0a
44.1702,-76.9362,0a
44.1702,-76.9236,0a
44.1792,-76.9237,0a
44.1882,-76.9237,0a
44.1882,-76.9111,0a
44.1792,-76.9111,0a
44.1792,-76.8985,0a
44.1702,-76.8985,0a
44.1702,-76.8859,0a
44.1611,-76.8859,0a
44.1611,-76.8733,0a
44.1521,-76.8733,0a
44.1521,-76.8859,0a
44.1521,-76.8985,0a
44.1521,-76.911,0a
44.1521,-76.9236,0a
44.1431,-76.9236,0a
44.1431,-76.9362,0a
44.1431,-76.9488,0a
44.1431,-76.9614,0a
44.134,-76.9614,0a
44.134,-76.974,0a
44.134,-76.9866,0a
44.125,-76.9866,0a
44.1159,-76.9991,0a
44.134,-76.9992,0a
44.134,-76.9866,0a
44.125,-76.9866,0a
44.125,-76.9991,0a
44.1159,-76.9991,0a
44.1069,-76.9991,0a
44.1069,-77.0117,0a
44.1069,-77.0243,0a
44.0978,-77.0243,0a
44.0978,-77.0368,0a
44.0978,-77.0494,0a
44.0888,-77.0494,0a
44.0887,-77.062,0a
44.0797,-77.062,0a
44.0707,-77.0619,0a
44.0707,-77.0494,0a
44.0707,-77.0368,0a
44.0707,-77.0242,0a
44.0798,-77.0242,0a
44.0798,-77.0116,0a
44.0707,-77.0116,0a
44.0617,-77.0242,0a
44.0798,-77.0242,0a
