lat,long,subbasin
45.1043,-87.0482,0a
45.1133,-87.0483,0a
45.1133,-87.061,0a
45.1223,-87.0611,0a
45.1223,-87.0738,0a
45.1313,-87.0739,0a
45.1403,-87.0739,0a
45.1402,-87.0867,0a
45.1492,-87.0867,0a
45.1583,-87.0867,0a
45.1583,-87.074,0a
45.1583,-87.0612,0a
45.1493,-87.0612,0a
45.1403,-87.0611,0a
45.1403,-87.0484,0a
45.1403,-87.0356,0a
45.1493,-87.0356,0a
45.1583,-87.0356,0a
45.1583,-87.0484,0a
45.1673,-87.0484,0a
45.1763,-87.0485,0a
45.1853,-87.0485,0a
45.1853,-87.0357,0a
45.1944,-87.0358,0a
45.2034,-87.0358,0a
45.2124,-87.0358,0a
45.2214,-87.0358,0a
45.2304,-87.0359,0a
45.2304,-87.0231,0a
45.2304,-87.0103,0a
45.2214,-87.0103,0a
45.2214,-86.9975,0a
45.2214,-86.9847,0a
45.2304,-86.9847,0a
45.2394,-86.9847,0a
45.2484,-86.9848,0a
45.2574,-86.9848,0a
45.2664,-86.9848,0a
45.2754,-86.9848,0a
45.2755,-86.972,0a
45.2845,-86.972,0a
45.2935,-86.9721,0a
45.2935,-86.9848,0a
45.2934,-86.9976,0a
45.2934,-87.0104,0a
45.3024,-87.0105,0a
45.3024,-87.0233,0a
45.2934,-87.0232,0a
45.2934,-87.036,0a
45.2844,-87.036,0a
45.2844,-87.0488,0a
45.2843,-87.0616,0a
45.2933,-87.0616,0a
45.2933,-87.0744,0a
45.2843,-87.0744,0a
45.2753,-87.0744,0a
45.2753,-87.0872,0a
45.2663,-87.0871,0a
45.2573,-87.0871,0a
45.2573,-87.0999,0a
45.2572,-87.1127,0a
45.2482,-87.1126,0a
45.2482,-87.1254,0a
45.2392,-87.1254,0a
45.2302,-87.1253,0a
45.2212,-87.1253,0a
45.2122,-87.1253,0a
45.2032,-87.1252,0a
45.2032,-87.138,0a
45.1942,-87.138,0a
45.1941,-87.1507,0a
45.1941,-87.1635,0a
45.1851,-87.1635,0a
45.1851,-87.1762,0a
45.1761,-87.1762,0a
45.176,-87.189,0a
45.176,-87.2017,0a
45.167,-87.2017,0a
45.1669,-87.2145,0a
45.1759,-87.2145,0a
45.1759,-87.2273,0a
45.1759,-87.2401,0a
45.1669,-87.24,0a
45.1579,-87.2399,0a
45.1489,-87.2399,0a
45.1399,-87.2398,0a
45.1309,-87.2398,0a
45.1308,-87.2525,0a
45.1218,-87.2525,0a
45.1218,-87.2652,0a
45.1128,-87.2652,0a
45.1038,-87.2651,0a
45.0948,-87.265,0a
45.0857,-87.265,0a
45.0857,-87.2777,0a
45.0767,-87.2777,0a
45.0677,-87.2776,0a
45.0677,-87.2903,0a
45.0586,-87.2903,0a
45.0496,-87.2902,0a
45.0496,-87.303,0a
45.0495,-87.3157,0a
45.0405,-87.3156,0a
45.0315,-87.3156,0a
45.0315,-87.3283,0a
45.0225,-87.3282,0a
45.0224,-87.341,0a
45.0134,-87.3409,0a
45.0134,-87.3536,0a
45.0044,-87.3536,0a
44.9954,-87.3535,0a
44.9864,-87.3534,0a
44.9863,-87.3661,0a
44.9773,-87.3661,0a
44.9683,-87.366,0a
44.9593,-87.3659,0a
44.9593,-87.3786,0a
44.9502,-87.3785,0a
44.9412,-87.3785,0a
44.9412,-87.3912,0a
44.9322,-87.3911,0a
44.9232,-87.391,0a
44.9231,-87.4037,0a
44.9141,-87.4037,0a
44.9051,-87.4036,0a
44.8961,-87.4035,0a
44.8962,-87.3908,0a
44.8872,-87.3907,0a
44.8872,-87.378,0a
44.8782,-87.3779,0a
44.8692,-87.3778,0a
44.8602,-87.3777,0a
44.8512,-87.3777,0a
44.8422,-87.3776,0a
44.8332,-87.3775,0a
44.8333,-87.3648,0a
44.8243,-87.3647,0a
44.8243,-87.352,0a
44.8244,-87.3393,0a
44.8154,-87.3393,0a
44.8153,-87.352,0a
44.8153,-87.3647,0a
44.8243,-87.3647,0a
44.8242,-87.3774,0a
44.8331,-87.3902,0a
44.8333,-87.3648,0a
44.8243,-87.3647,0a
44.8242,-87.3774,0a
44.8332,-87.3775,0a
44.8331,-87.3902,0a
44.8422,-87.3903,0a
44.8421,-87.403,0a
44.8511,-87.4031,0a
44.8601,-87.4031,0a
44.86,-87.4159,0a
44.869,-87.4159,0a
44.878,-87.416,0a
44.878,-87.4287,0a
44.8779,-87.4414,0a
44.8779,-87.4541,0a
44.8778,-87.4668,0a
44.8688,-87.4668,0a
44.8687,-87.4795,0a
44.8597,-87.4794,0a
44.8597,-87.4921,0a
44.8596,-87.5048,0a
44.8595,-87.5175,0a
44.8594,-87.5302,0a
44.8504,-87.5301,0a
44.8414,-87.53,0a
44.8414,-87.5427,0a
44.8324,-87.5426,0a
44.8323,-87.5552,0a
44.8413,-87.5554,0a
44.8503,-87.5555,0a
44.8502,-87.5682,0a
44.8501,-87.5809,0a
44.8501,-87.5936,0a
44.841,-87.5934,0a
44.841,-87.6061,0a
44.832,-87.606,0a
44.8319,-87.6187,0a
44.8229,-87.6186,0a
44.8228,-87.6313,0a
44.8138,-87.6312,0a
44.8137,-87.6439,0a
44.8047,-87.6437,0a
44.7957,-87.6436,0a
44.7956,-87.6563,0a
44.7866,-87.6562,0a
44.7865,-87.6689,0a
44.7775,-87.6688,0a
44.7774,-87.6814,0a
44.7684,-87.6813,0a
44.7594,-87.6812,0a
44.7593,-87.6939,0a
44.7503,-87.6937,0a
44.7502,-87.7064,0a
44.7412,-87.7063,0a
44.7322,-87.7062,0a
44.7321,-87.7188,0a
44.7231,-87.7187,0a
44.7141,-87.7186,0a
44.7051,-87.7184,0a
44.6961,-87.7183,0a
44.6871,-87.7182,0a
44.687,-87.7308,0a
44.678,-87.7307,0a
44.6779,-87.7434,0a
44.6689,-87.7432,0a
44.6599,-87.7431,0a
44.6598,-87.7557,0a
44.6508,-87.7556,0a
44.6507,-87.7683,0a
44.6417,-87.7681,0a
44.6416,-87.7808,0a
44.6415,-87.7934,0a
44.6414,-87.8061,0a
44.6324,-87.8059,0a
44.6323,-87.8186,0a
44.6322,-87.8312,0a
44.6232,-87.8311,0a
44.6231,-87.8437,0a
44.623,-87.8564,0a
44.614,-87.8562,0a
44.6139,-87.8689,0a
44.6138,-87.8815,0a
44.6048,-87.8814,0a
44.5958,-87.8812,0a
44.5957,-87.8939,0a
44.5867,-87.8937,0a
44.5777,-87.8935,0a
44.5775,-87.9062,0a
44.5685,-87.906,0a
44.5595,-87.9059,0a
44.5505,-87.9057,0a
44.5504,-87.9183,0a
44.5414,-87.9182,0a
44.5413,-87.9308,0a
44.5323,-87.9306,0a
44.5322,-87.9433,0a
44.5321,-87.9559,0a
44.5319,-87.9685,0a
44.5318,-87.9812,0a
44.5317,-87.9938,0a
44.5316,-88.0064,0a
44.5406,-88.0066,0a
44.5496,-88.0068,0a
44.5495,-88.0194,0a
44.5585,-88.0196,0a
44.5675,-88.0197,0a
44.5673,-88.0324,0a
44.5763,-88.0326,0a
44.5765,-88.0199,0a
44.5766,-88.0073,0a
44.5856,-88.0075,0a
44.5855,-88.0201,0a
44.5945,-88.0203,0a
44.5946,-88.0076,0a
44.6036,-88.0078,0a
44.6126,-88.008,0a
44.6216,-88.0082,0a
44.6306,-88.0083,0a
44.6396,-88.0085,0a
44.6486,-88.0087,0a
44.6576,-88.0089,0a
44.6666,-88.0091,0a
44.6667,-87.9964,0a
44.6757,-87.9966,0a
44.6759,-87.9839,0a
44.6849,-87.9841,0a
44.6939,-87.9843,0a
44.7029,-87.9844,0a
44.7119,-87.9846,0a
